|company_name|raised_amount_usd|market|funding_total_usd|status|country_code|city|funding_rounds|founded_year|sector|description
880|Here On Biz|100000.0|iOS|100000|operating|USA|Calabasas|1|2012.0|technology|Here On Biz is an iPhone app by the same name that is focused on empowering business professionals to see other professionals around them, make connections, chat, and meet in realtime.
881|Heroku|20000.0|Enterprise Software|13020000|acquired|USA|San Francisco|3|2007.0|technology|Heroku is a multi-language cloud application platform that enables developers to deploy, scale, and manage their applications without the need for servers or administration. It supports languages such as Ruby, Java, Node.js, Clojure, Python, PHP, Perl, and Scala.Applications that are run from the in-house server utilize the Heroku DNS server to...
882|Hexoskin (Carré Technologies)|750000.0|Hardware + Software|750000|operating|CAN|Montréal|1|2006.0|technology|Hexoskin makes smart clothing for health, fitness, and wellness. The Hexoskin Bluetooth connected garments make your health status sharable online in real-time and enable digital health and predictive health analytics.www.hexoskin.com
883|Hibernater|50000.0|Software|50000|operating|SGP|Singapore|1|2008.0|technology|Hibernater is a software that allows computer users to save and resume their work across computers with just a click. With Hibernater, a computer user may save his current computer states (files and web browsers/ addresses) and resume work elsewhere. Hibernater works without installation and can be accessed via the Hibernater website. The...
884|HighRoads|262500.0|Software|24575900|operating|CAN|Ottawa|6|1999.0|technology|As a next generation health plan product management company, HighRoads envisions a world where plans deliver what their customers want with the touch of a button. A future that includes on-demand price and product customization at the point of sale. Where a fundamentally new go-to-market strategy transforms the competitive landscape, and our client...
885|HipLink|1000000.0|Telecommunications|1000000|operating|USA|Los Gatos|1|1993.0|technology|HipLink provides emergency messaging to thousands of people throughout private industry and public sector including cities and counties, universities, hospitals, police and fire departments, airports, among others. It integrates with existing IT infrastructure applications such as help desk, service management, and other business software for...
886|Hipcamp|2000000.0|Content Discovery|2000000|operating|USA|San Francisco|1|2013.0|technology|Hipcamp helps people get outside by making it easier to discover and book great places to camp.
887|Hire-Intelligence|750000.0|Software|750000|operating|USA|Melville|1|2011.0|technology|Hire-Intelligence is the premier platform for hiring in a modern world.  Hire-Intelligence is a human resources technology company that creates job candidate assessment protocols to increase the efficiency and effectiveness of the recruitment and hiring process.The company has combined scientific analysis with video technology to offer the...
888|Hiri|64330.0|Enterprise Software|64330|operating|||1|2012.0|technology|Hiri is an enterprise email client designed from the ground up to help you get your email under control, improve the way you communicate, and give you the time to focus on the things that really matter.We are based in Ireland and recently graduated from the Telefonica supported Wayra Academey - www.wayra.orgCurrently we are based in...
889|Hit Systems|125000.0|Cloud Computing|125000|closed|USA|Altamonte Springs|1|2008.0|technology|Hit Systems is a hosted IT company that provides Hosted IT Systems and IT Support for small and medium sized businesses.Hit Systems allows clients to pay monthly for their entire IT infrastructure including Hosted Servers, Hosted Desktops, Hosted Applications and Hosted Phones. All of the products Hit Systems sells are virtualized and include...
890|HitMeUp|161671.0|Real Time|161671|operating|GBR|London|1|2011.0|technology|HitMeup provides businesses with a real-time deal publishing platform. Companies can set up promotions online or from a merchant app and embed them anywhere online, including their company Facebook page, but run them through a single dashboard.The mobile version for businesses can create location-based promotions in under a minute allowing...
891|Hivelocity|270163.0|Software|270163|operating|JPN|Tokyo|1|2004.0|technology|Hivelocity offers a unique, fact-based approach for clients who produce and sell configured and engineered products. We exist to serve complex business environments with transformational IT business solutions.Our mission is to drive profitable growth for specialized products companies. To strengthen our customers' performance and...
892|Hoana Medical|645000.0|Hardware + Software|1245600|operating|USA|Honolulu|2|2000.0|technology|Hoana Medical, Inc., a healthcare company, focuses on intelligent medical vigilance systems. The company offers LifeBed Patient Vigilance System, which tracks heart and respiratory rate of patients and alerts nurses; and LifeGurney Patient Vigilance System, which transforms various patient stretchers into untethered tracking, assessment, and alert...
893|Hojoki|620000.0|Cloud Computing|620000|operating|DEU|Chemnitz|2|2011.0|technology|Hojoki makes all your cloud apps work as one. It sends push notifications and lets you discuss your work as it happens. Works with Google Docs & Drive, Google Calendar, Dropbox, Evernote, Box, Highrise, CloudApp, Delicious, Google Reader, Google Contacts, Basecamp, Twitter, Zendesk, Mendeley, Pivotal Tracker, GitHub, Ta-Da List, Salesforce...
894|HomeWellness|50000.0|Clean Technology|50000|operating|USA|Raleigh|1|2013.0|technology|HomeWellness will create a wave of sustainable home improvements that enhance quality of life for employees while helping employers reduce emissions, making corporate sustainability both personal to the employee and meaningful to the employer.
895|Hookit|800000.0|Analytics|800000|operating|USA|Solana Beach|1|2010.0|technology|Hookit is the leading sponsorship analytics and valuation platform for sports. We help brands maximize their sponsorship investments while empowering athletes, teams, leagues and federations to prove and increase their value to sponsors. This year, more than $130B will be invested globally in sports sponsorship and related marketing activation....
